shipment_id,order_date,warehouse_id,warehouse_city,store_id,store_city,distance_km,weight_kg,transport_mode,planned_cost_inr,actual_cost_inr,cost_per_km,promised_delivery_hrs,actual_delivery_hrs,on_time_flag
SHP107970,2024-06-18,WH-IND,Indore,ST-009,Vidisha,248.9,531.2,Mini Truck,5403.14,5938.58,23.86,11.2,14.1,0
SHP107958,2025-01-05,WH-IND,Indore,ST-032,Mandsaur,555.2,472.0,LCV,22325.49,22622.45,40.75,19.9,19.1,1
SHP100212,2024-10-07,WH-JBP,Jabalpur,ST-026,Satna,474.9,170.9,Medium Truck,26268.03,28356.79,59.71,19.4,21.5,0
SHP104121,2024-11-23,WH-GWL,Gwalior,ST-019,Jabalpur,454.6,121.2,LCV,19558.06,20400.65,44.88,19.2,24.7,0
SHP101692,2025-01-16,WH-BPL,Bhopal,ST-016,Chhindwara,168.9,259.9,Medium Truck,10868.87,11455.1,67.82,7.9,6.7,1
SHP103458,2024-11-22,WH-JBP,Jabalpur,ST-006,Burhanpur,334.5,208.1,LCV,12467.92,12503.67,37.38,13.3,19.6,0
SHP108180,2024-04-04,WH-BPL,Bhopal,ST-014,Bhopal,285.3,59.6,Medium Truck,19220.89,20505.7,71.87,11.6,17.6,0
SHP104065,2024-10-01,WH-BPL,Bhopal,ST-029,Bhopal,435.4,417.0,LCV,14554.18,15434.75,35.45,17.1,23.3,0
SHP102460,2024-10-21,WH-GWL,Gwalior,ST-009,Vidisha,796.1,301.1,Mini Truck,17590.27,19180.07,24.09,27.3,26.0,1
SHP100037,2024-12-08,WH-BPL,Bhopal,ST-018,Satna,222.9,265.5,Mini Truck,5483.24,5970.19,26.78,11.8,10.6,1
SHP102212,2024-04-07,WH-JBP,Jabalpur,ST-012,Chhindwara,602.1,923.8,Medium Truck,38059.21,42132.79,69.98,21.6,27.8,0
SHP103231,2024-09-18,WH-IND,Indore,ST-040,Gwalior,714.4,131.2,LCV,23820.35,26341.66,36.87,28.3,43.3,0
SHP100629,2024-08-23,WH-BPL,Bhopal,ST-030,Sagar,275.0,316.5,Mini Truck,6383.38,6643.94,24.16,12.6,17.4,0
SHP103100,2024-11-16,WH-IND,Indore,ST-009,Vidisha,254.7,182.6,LCV,9224.07,9280.91,36.44,12.7,14.2,0
SHP108216,2024-04-08,WH-IND,Indore,ST-026,Satna,328.5,322.3,Mini Truck,9428.79,9468.72,28.82,12.6,17.6,0
SHP107627,2024-10-17,WH-IND,Indore,ST-008,Burhanpur,103.1,545.5,Mini Truck,2743.41,3011.15,29.21,5.3,5.0,1
SHP103585,2024-05-10,WH-GWL,Gwalior,ST-019,Jabalpur,449.3,57.0,Mini Truck,12592.82,9798.4,21.81,19.8,27.5,0
SHP108033,2024-05-10,WH-JBP,Jabalpur,ST-008,Burhanpur,694.1,845.7,Medium Truck,39264.67,43473.54,62.63,25.5,37.0,0
SHP107900,2024-08-28,WH-GWL,Gwalior,ST-014,Bhopal,270.6,128.7,Mini Truck,6285.81,6509.13,24.05,11.5,17.1,0
SHP103655,2024-12-11,WH-BPL,Bhopal,ST-023,Vidisha,389.9,108.2,Medium Truck,20495.9,21550.87,55.27,15.3,19.6,0
SHP100652,2024-09-08,WH-JBP,Jabalpur,ST-026,Satna,470.2,268.0,Medium Truck,32995.73,33411.58,71.06,17.2,18.8,0
SHP104703,2024-10-10,WH-GWL,Gwalior,ST-006,Burhanpur,611.7,650.8,Mini Truck,14721.3,15355.1,25.1,22.8,27.8,0
SHP102568,2024-04-05,WH-BPL,Bhopal,ST-011,Bhopal,225.3,44.0,LCV,8524.23,9106.8,40.42,10.3,10.7,1
SHP104187,2024-08-13,WH-GWL,Gwalior,ST-015,Jabalpur,206.9,92.9,Mini Truck,4646.59,4724.86,22.84,10.1,13.7,0
SHP102757,2024-04-10,WH-IND,Indore,ST-034,Satna,326.2,801.8,Medium Truck,20686.74,21135.14,64.79,15.0,15.2,1
SHP101266,2024-09-22,WH-IND,Indore,ST-037,Gwalior,406.4,429.0,Medium Truck,27652.31,28877.54,71.06,15.9,13.8,1
SHP105760,2024-06-24,WH-BPL,Bhopal,ST-016,Chhindwara,188.5,172.1,LCV,7113.42,7897.11,41.89,9.2,7.7,1
SHP102673,2024-11-15,WH-GWL,Gwalior,ST-032,Mandsaur,450.5,138.2,LCV,16050.01,17103.41,37.97,17.8,22.6,0
SHP102338,2024-11-08,WH-IND,Indore,ST-002,Ratlam,265.5,59.0,Medium Truck,16210.17,16489.63,62.11,14.2,12.0,1
SHP104254,2024-12-19,WH-GWL,Gwalior,ST-012,Chhindwara,751.1,181.3,LCV,30111.0,31364.74,41.76,28.6,35.9,0
SHP105337,2024-04-10,WH-JBP,Jabalpur,ST-009,Vidisha,508.0,849.3,LCV,19962.0,15369.285,30.25,20.9,27.2,0
SHP101453,2024-11-10,WH-IND,Indore,ST-031,Jabalpur,258.6,608.4,LCV,10026.64,10524.48,40.7,11.4,11.4,1
SHP104816,2024-06-02,WH-JBP,Jabalpur,ST-003,Jabalpur,776.1,448.2,Mini Truck,18884.43,19835.96,25.56,27.2,35.9,0
SHP107968,2024-08-17,WH-GWL,Gwalior,ST-014,Bhopal,278.5,33.0,Mini Truck,7495.21,7958.67,28.58,11.0,12.8,0
SHP102750,2024-10-22,WH-GWL,Gwalior,ST-019,Jabalpur,452.3,417.9,Mini Truck,12064.71,12906.6,28.54,17.8,21.5,0
SHP107813,2024-07-07,WH-BPL,Bhopal,ST-026,Satna,252.6,504.4,Mini Truck,6185.75,6269.82,24.82,12.5,12.4,1
SHP106542,2024-04-27,WH-JBP,Jabalpur,ST-030,Sagar,462.3,307.2,LCV,21097.45,21311.18,46.1,17.6,21.0,0
SHP107300,2024-10-22,WH-IND,Indore,ST-039,Indore,251.5,785.6,Medium Truck,17306.48,17568.03,69.85,12.0,16.2,0
SHP108038,2024-06-16,WH-IND,Indore,ST-022,Bhopal,236.1,239.1,Medium Truck,12498.28,13249.92,56.12,9.6,9.2,1
SHP106907,2024-09-30,WH-GWL,Gwalior,ST-023,Vidisha,632.7,262.5,Medium Truck,34424.51,37745.49,59.66,23.5,24.8,0
SHP106369,2024-12-04,WH-BPL,Bhopal,ST-017,Khandwa,273.7,496.5,Medium Truck,15797.55,16493.64,60.26,12.5,17.0,0
SHP103049,2024-12-29,WH-IND,Indore,ST-030,Sagar,398.0,33.7,Mini Truck,9825.48,10739.35,26.98,17.0,24.8,0
SHP106605,2024-09-18,WH-IND,Indore,ST-035,Rewa,146.8,223.2,LCV,5229.18,5411.76,36.86,6.7,6.5,1
SHP105979,2025-01-16,WH-BPL,Bhopal,ST-014,Bhopal,278.1,221.1,Medium Truck,17329.07,17371.86,62.47,10.8,13.1,0
SHP102465,2024-08-09,WH-BPL,Bhopal,ST-009,Vidisha,296.9,721.3,LCV,9737.69,10732.61,36.15,11.9,17.4,0
SHP107302,2024-11-13,WH-JBP,Jabalpur,ST-029,Bhopal,679.8,265.5,Mini Truck,16166.85,16358.38,24.06,24.9,29.1,0
SHP101432,2024-08-24,WH-JBP,Jabalpur,ST-040,Gwalior,434.5,323.8,Mini Truck,10959.56,12164.55,28.0,16.6,21.0,0
SHP105656,2024-08-23,WH-BPL,Bhopal,ST-021,Ratlam,301.9,181.5,LCV,10014.26,10878.31,36.03,14.3,21.2,0
SHP102535,2024-05-14,WH-JBP,Jabalpur,ST-038,Dewas,277.3,121.7,LCV,10912.59,11020.34,39.74,13.0,13.0,1
SHP104891,2024-11-17,WH-GWL,Gwalior,ST-016,Chhindwara,534.8,347.1,Mini Truck,12780.86,9798.4,18.32,21.2,19.2,1
SHP106947,2024-11-27,WH-IND,Indore,ST-006,Burhanpur,303.1,936.2,LCV,10391.29,11311.71,37.32,13.3,13.5,1
SHP104524,2024-10-18,WH-BPL,Bhopal,ST-001,Gwalior,442.2,646.1,LCV,18035.24,19373.76,43.81,16.6,16.4,1
SHP103959,2024-09-07,WH-BPL,Bhopal,ST-039,Indore,113.1,712.8,LCV,3894.39,4221.9,37.33,9.5,12.0,0
SHP105232,2025-01-15,WH-BPL,Bhopal,ST-012,Chhindwara,385.0,501.0,Mini Truck,8897.22,9191.31,23.87,16.6,26.5,0
SHP103027,2024-12-21,WH-IND,Indore,ST-016,Chhindwara,278.4,203.9,Mini Truck,6506.41,6632.99,23.83,13.9,12.6,1
SHP106562,2024-11-13,WH-JBP,Jabalpur,ST-011,Bhopal,368.1,370.0,Medium Truck,22278.53,24598.22,66.82,15.0,20.1,0
SHP102510,2024-08-06,WH-BPL,Bhopal,ST-017,Khandwa,293.0,553.7,LCV,12346.81,12566.66,42.89,14.5,18.3,0
SHP108181,2024-12-06,WH-JBP,Jabalpur,ST-017,Khandwa,559.9,360.25,LCV,22645.77,23493.95,41.96,19.9,24.0,0
SHP107418,2024-06-01,WH-IND,Indore,ST-029,Bhopal,405.1,204.6,Medium Truck,23786.38,25936.02,64.02,18.4,16.1,1
SHP102975,2024-09-21,WH-IND,Indore,ST-023,Vidisha,175.4,85.9,Mini Truck,4887.61,5021.2,28.63,10.6,16.0,0
SHP101859,2024-07-22,WH-IND,Indore,ST-014,Bhopal,448.0,296.9,LCV,17390.35,18499.89,41.29,16.3,24.2,0
SHP104394,2024-11-15,WH-JBP,Jabalpur,ST-026,Satna,453.0,551.2,Mini Truck,10754.21,11182.56,24.69,16.9,18.5,0
SHP105560,2024-04-28,WH-BPL,Bhopal,ST-006,Burhanpur,215.9,147.9,Mini Truck,5339.27,5405.33,25.04,11.8,14.7,0
SHP100818,2024-11-14,WH-IND,Indore,ST-030,Sagar,393.2,444.2,LCV,16697.03,17105.29,43.5,17.3,18.6,0
SHP101963,2024-04-18,WH-BPL,Bhopal,ST-014,Bhopal,268.3,419.0,LCV,10055.35,11000.83,41.0,11.6,11.8,1
SHP104283,2024-12-24,WH-GWL,Gwalior,ST-031,Jabalpur,447.7,543.7,Medium Truck,27549.49,28236.9,63.07,18.5,27.1,0
SHP103088,2024-06-19,WH-GWL,Gwalior,ST-035,Rewa,434.0,407.7,LCV,18534.61,19423.44,44.75,18.5,24.1,0
SHP101024,2024-07-06,WH-GWL,Gwalior,ST-040,Gwalior,185.0,355.3,Mini Truck,4678.19,4692.54,25.37,8.1,7.6,1
SHP104490,2024-07-22,WH-BPL,Bhopal,ST-009,Vidisha,309.9,501.4,LCV,11184.04,12294.67,39.67,15.5,22.1,0
SHP105113,2024-04-16,WH-GWL,Gwalior,ST-005,Indore,349.3,240.2,Medium Truck,21956.8,23107.4,66.15,16.9,15.3,1
SHP100692,2024-12-01,WH-BPL,Bhopal,ST-023,Vidisha,392.9,1187.8,Medium Truck,25816.49,26665.95,67.87,14.7,17.7,0
SHP100371,2024-07-10,WH-IND,Indore,ST-010,Khandwa,489.0,276.1,LCV,19428.76,20071.95,41.05,18.8,23.7,0
SHP102573,2024-10-28,WH-BPL,Bhopal,ST-003,Jabalpur,404.1,278.5,Mini Truck,8944.27,9391.14,23.24,18.4,16.2,1
SHP106436,2024-05-03,WH-JBP,Jabalpur,ST-028,Ujjain,700.9,982.5,Medium Truck,46570.91,47344.32,67.55,24.0,36.9,0
SHP100637,2024-09-18,WH-GWL,Gwalior,ST-023,Vidisha,641.8,1060.7,Medium Truck,38858.83,40737.88,63.47,25.9,33.2,0
SHP106392,2024-11-09,WH-JBP,Jabalpur,ST-027,Chhindwara,96.5,526.9,Mini Truck,2405.78,2579.3,26.73,6.6,10.2,0
SHP108031,2024-10-05,WH-IND,Indore,ST-029,Bhopal,398.1,367.8,Medium Truck,23504.18,26044.38,65.42,16.3,20.1,0
SHP107344,2024-09-30,WH-BPL,Bhopal,ST-007,Indore,422.1,149.1,Mini Truck,11544.4,12201.38,28.91,16.5,20.5,0
SHP101618,2024-10-02,WH-BPL,Bhopal,ST-037,Gwalior,358.6,1026.5,Medium Truck,23202.91,24469.96,68.24,17.0,14.5,1
SHP107948,2024-10-31,WH-BPL,Bhopal,ST-013,Khandwa,186.1,33.6,LCV,6923.38,7612.81,40.91,11.5,12.8,0
SHP105982,2024-10-03,WH-BPL,Bhopal,ST-012,Chhindwara,344.5,323.8,Mini Truck,7154.2,7927.73,23.01,14.6,14.4,1
SHP106632,2024-08-25,WH-IND,Indore,ST-003,Jabalpur,269.3,135.5,Mini Truck,7074.95,7612.81,28.27,10.6,14.2,0
SHP106770,2024-09-13,WH-JBP,Jabalpur,ST-038,Dewas,261.6,258.2,Medium Truck,13594.83,14667.92,56.07,12.5,10.2,1
SHP103495,2024-10-11,WH-IND,Indore,ST-029,Bhopal,404.4,638.6,Medium Truck,24848.35,25334.08,62.65,16.8,25.7,0
SHP108076,2024-09-11,WH-JBP,Jabalpur,ST-025,Mandsaur,749.6,433.1,Medium Truck,45941.93,49636.61,66.22,26.5,24.5,1
SHP106461,2024-11-18,WH-JBP,Jabalpur,ST-004,Jabalpur,403.3,115.7,Medium Truck,26439.66,27471.77,68.12,18.6,28.4,0
SHP100390,2024-05-06,WH-JBP,Jabalpur,ST-026,Satna,482.8,755.8,Medium Truck,29033.14,30619.0,63.42,18.7,25.8,0
SHP103592,2024-05-06,WH-GWL,Gwalior,ST-005,Indore,321.8,1401.1,LCV,13626.48,14002.13,43.51,14.3,15.8,0
SHP103997,2024-08-05,WH-JBP,Jabalpur,ST-040,Gwalior,383.0,548.3,LCV,15399.6,15841.94,41.36,14.2,14.0,1
SHP106504,2024-10-09,WH-BPL,Bhopal,ST-022,Bhopal,418.7,218.8,LCV,15802.7,15941.77,38.07,18.9,25.3,0
SHP102769,2024-09-28,WH-JBP,Jabalpur,ST-014,Bhopal,219.5,242.2,Mini Truck,4924.54,5397.41,24.59,8.9,10.9,0
SHP103884,2024-07-07,WH-GWL,Gwalior,ST-026,Satna,261.4,445.7,LCV,9432.69,9673.41,37.01,10.7,15.0,0
SHP101447,2024-07-26,WH-BPL,Bhopal,ST-031,Jabalpur,88.3,207.8,Mini Truck,1951.48,2150.89,24.36,6.7,7.0,1
SHP106494,2024-12-29,WH-IND,Indore,ST-030,Sagar,348.5,225.0,LCV,13772.35,13925.87,39.96,13.0,12.7,1
SHP105374,2024-09-21,WH-JBP,Jabalpur,ST-017,Khandwa,549.0,124.2,Medium Truck,35884.9,38452.17,70.04,21.1,17.7,1
SHP107240,2024-04-23,WH-GWL,Gwalior,ST-031,Jabalpur,500.6,253.7,LCV,20505.7,22150.56,44.25,19.3,20.8,0
SHP108127,2024-08-01,WH-JBP,Jabalpur,ST-001,Gwalior,636.9,528.3,LCV,20541.0,22455.88,35.26,23.4,28.5,0
SHP103107,2024-04-21,WH-JBP,Jabalpur,ST-024,Vidisha,372.7,635.6,Medium Truck,24157.16,25368.31,68.07,14.5,13.9,1
SHP100677,2024-08-04,WH-JBP,Jabalpur,ST-026,Satna,441.3,283.7,Mini Truck,11523.52,12632.25,28.63,17.5,16.6,1
SHP106353,2024-05-18,WH-JBP,Jabalpur,ST-019,Jabalpur,677.0,201.7,LCV,27844.56,28309.74,41.82,26.9,33.9,0
SHP106652,2024-06-23,WH-BPL,Bhopal,ST-025,Mandsaur,449.5,333.3,Mini Truck,10711.32,10728.33,23.87,19.2,25.7,0
SHP105632,2024-04-25,WH-IND,Indore,ST-028,Ujjain,205.4,131.1,Medium Truck,13871.63,14458.87,70.39,11.7,11.1,1
SHP107567,2024-09-24,WH-BPL,Bhopal,ST-028,Ujjain,345.2,242.7,Mini Truck,8308.55,8987.17,26.03,15.1,13.7,1
SHP102215,2024-11-19,WH-IND,Indore,ST-022,Bhopal,261.1,466.2,LCV,9023.0,9827.36,37.64,12.8,10.5,1
SHP108024,2024-05-28,WH-BPL,Bhopal,ST-020,Ratlam,273.3,74.5,Medium Truck,18756.31,19638.09,71.86,12.3,18.0,0
SHP102056,2024-10-20,WH-BPL,Bhopal,ST-016,Chhindwara,176.4,410.0,Medium Truck,11511.7,12074.91,68.45,11.0,15.7,0
SHP104859,2024-04-14,WH-JBP,Jabalpur,ST-034,Satna,521.3,164.7,Mini Truck,13336.59,14106.77,27.06,21.3,32.0,0
SHP107752,2024-11-13,WH-JBP,Jabalpur,ST-022,Bhopal,702.7,395.9,Medium Truck,49627.53,23662.739999999998,33.67,24.8,24.8,1
SHP104945,2024-09-15,WH-GWL,Gwalior,ST-038,Dewas,641.1,81.3,Medium Truck,38933.66,40094.08,62.54,23.1,31.7,0
SHP100563,2024-09-12,WH-IND,Indore,ST-016,Chhindwara,316.6,149.9,Medium Truck,21309.08,21408.28,67.62,14.3,15.8,0
SHP105972,2024-09-26,WH-BPL,Bhopal,ST-002,Ratlam,456.3,271.3,Mini Truck,10951.59,11939.55,26.17,18.2,19.9,0
SHP106118,2024-07-30,WH-JBP,Jabalpur,ST-025,Mandsaur,654.4,102.5,Medium Truck,43119.34,43669.17,66.73,26.0,36.3,0
SHP101739,2024-07-11,WH-GWL,Gwalior,ST-023,Vidisha,706.1,466.4,Medium Truck,38672.06,41346.46,58.56,27.1,27.5,1
SHP100787,2024-12-19,WH-JBP,Jabalpur,ST-014,Bhopal,211.1,253.9,Medium Truck,12998.13,13657.76,64.7,11.6,11.8,1
SHP102511,2024-12-16,WH-JBP,Jabalpur,ST-011,Bhopal,406.0,202.3,Mini Truck,9475.45,9925.89,24.45,17.9,28.0,0
SHP105272,2024-11-30,WH-IND,Indore,ST-029,Bhopal,442.2,1111.5,LCV,15654.37,16763.78,37.91,18.3,22.7,0
SHP100199,2024-12-05,WH-BPL,Bhopal,ST-035,Rewa,65.8,399.9,LCV,2687.54,2883.97,43.83,5.5,6.8,0
SHP107430,2024-07-01,WH-IND,Indore,ST-019,Jabalpur,219.7,486.4,Medium Truck,12972.29,13212.33,60.14,9.6,13.9,0
SHP104493,2024-10-03,WH-IND,Indore,ST-014,Bhopal,495.4,158.4,LCV,18891.4,20619.74,41.62,19.3,22.0,0
SHP106059,2024-10-11,WH-GWL,Gwalior,ST-016,Chhindwara,568.2,679.5,Medium Truck,35278.78,35561.7,62.59,19.9,26.2,0
SHP104248,2024-08-09,WH-IND,Indore,ST-008,Burhanpur,112.2,658.9,LCV,4859.77,5018.43,44.73,5.7,8.1,0
SHP106421,2024-08-26,WH-GWL,Gwalior,ST-007,Indore,411.1,361.6,Mini Truck,10236.6,11128.74,27.07,16.4,20.9,0
SHP106448,2024-05-12,WH-JBP,Jabalpur,ST-007,Indore,717.1,69.8,Medium Truck,43404.18,44402.06,61.92,25.7,30.7,0
SHP107363,2024-07-13,WH-BPL,Bhopal,ST-017,Khandwa,294.2,493.2,Mini Truck,7823.48,8672.65,29.48,14.2,17.4,0
SHP106321,2024-08-20,WH-GWL,Gwalior,ST-029,Bhopal,382.6,339.7,Medium Truck,22454.94,23846.7,62.33,16.2,22.5,0
SHP102191,2024-11-09,WH-GWL,Gwalior,ST-010,Khandwa,99.2,384.0,Mini Truck,2744.78,2957.02,29.81,6.5,7.6,0
SHP100606,2024-12-29,WH-IND,Indore,ST-028,Ujjain,205.1,404.3,Medium Truck,11488.38,11787.89,57.47,10.4,14.0,0
SHP105977,2025-01-25,WH-BPL,Bhopal,ST-020,Ratlam,271.4,180.0,LCV,10110.28,10169.23,37.47,10.9,13.8,0
SHP102765,2024-07-24,WH-IND,Indore,ST-037,Gwalior,408.5,308.6,Medium Truck,27354.16,28538.59,69.86,17.5,20.9,0
SHP103143,2024-08-16,WH-GWL,Gwalior,ST-019,Jabalpur,478.4,544.8,Medium Truck,30551.52,32629.85,68.21,17.6,22.8,0
SHP104705,2024-05-27,WH-BPL,Bhopal,ST-017,Khandwa,263.7,162.4,LCV,8956.07,9694.36,36.76,12.0,11.6,1
SHP104629,2024-06-17,WH-JBP,Jabalpur,ST-026,Satna,470.5,169.3,Mini Truck,12328.4,13581.81,28.87,19.7,15.8,1
SHP100260,2024-08-10,WH-BPL,Bhopal,ST-003,Jabalpur,434.8,434.5,LCV,16053.52,17123.83,39.38,18.8,16.7,1
SHP107560,2024-09-07,WH-IND,Indore,ST-030,Sagar,358.8,146.4,Mini Truck,9734.11,10418.15,29.04,17.1,15.1,1
SHP100854,2024-07-11,WH-BPL,Bhopal,ST-038,Dewas,336.3,126.2,Mini Truck,8684.24,9478.66,28.19,15.7,20.5,0
SHP105143,2024-05-19,WH-JBP,Jabalpur,ST-014,Bhopal,208.9,245.7,Mini Truck,4779.98,4903.66,23.47,11.5,18.2,0
SHP107349,2025-01-04,WH-IND,Indore,ST-008,Burhanpur,103.9,643.7,Mini Truck,2969.8,9798.4,94.31,9.0,9.8,0
SHP105768,2024-11-10,WH-GWL,Gwalior,ST-016,Chhindwara,605.1,688.2,Medium Truck,33027.76,34793.85,57.5,22.4,19.9,1
SHP104591,2024-05-08,WH-BPL,Bhopal,ST-018,Satna,222.3,171.2,Mini Truck,5163.27,5369.86,24.16,12.9,17.9,0
SHP100771,2024-05-02,WH-IND,Indore,ST-020,Ratlam,195.3,724.5,LCV,8271.74,8369.37,42.85,10.3,11.0,0
SHP103166,2024-09-14,WH-IND,Indore,ST-025,Mandsaur,230.6,357.9,Mini Truck,5071.37,5394.4,23.39,12.5,19.2,0
SHP106451,2024-10-27,WH-JBP,Jabalpur,ST-024,Vidisha,400.5,255.2,Medium Truck,27665.85,28575.64,71.35,18.1,16.7,1
SHP106816,2024-06-19,WH-JBP,Jabalpur,ST-038,Dewas,272.3,460.8,Medium Truck,16327.55,16758.13,61.54,11.2,16.4,0
SHP105519,2025-01-11,WH-IND,Indore,ST-040,Gwalior,650.1,189.1,Medium Truck,43023.85,45279.65,69.65,25.1,28.0,0
SHP100173,2024-05-18,WH-GWL,Gwalior,ST-010,Khandwa,94.9,210.9,LCV,3779.11,3997.07,42.12,6.5,5.6,1
SHP108276,2024-04-19,WH-JBP,Jabalpur,ST-028,Ujjain,721.5,896.5,Medium Truck,43111.75,44636.22,61.87,27.9,31.5,0
SHP104667,2024-08-02,WH-IND,Indore,ST-021,Ratlam,559.9,461.8,Medium Truck,31847.32,33267.82,59.42,23.4,21.6,1
SHP108206,2024-10-12,WH-GWL,Gwalior,ST-032,Mandsaur,471.7,389.3,Medium Truck,28340.81,28957.02,61.39,19.0,19.3,1
SHP104297,2024-08-02,WH-IND,Indore,ST-031,Jabalpur,243.0,696.7,LCV,9808.28,9810.08,40.37,12.3,14.1,0
SHP101559,2024-06-12,WH-BPL,Bhopal,ST-040,Gwalior,521.0,415.6,Mini Truck,11766.3,12718.45,24.41,20.4,21.8,0
SHP105546,2024-05-10,WH-IND,Indore,ST-003,Jabalpur,265.3,454.4,Medium Truck,14552.49,15129.62,57.03,10.9,11.3,1
SHP104123,2024-06-29,WH-JBP,Jabalpur,ST-017,Khandwa,510.3,262.7,Mini Truck,13157.66,14100.56,27.63,18.8,18.9,1
SHP100889,2024-11-05,WH-GWL,Gwalior,ST-035,Rewa,470.0,464.3,LCV,16957.32,18191.59,38.71,18.5,17.7,1
SHP105271,2024-08-22,WH-JBP,Jabalpur,ST-040,Gwalior,390.6,240.9,Mini Truck,10514.86,11077.87,28.36,15.2,21.6,0
SHP106914,2024-04-25,WH-GWL,Gwalior,ST-017,Khandwa,649.4,77.0,LCV,28185.29,28449.37,43.81,22.5,31.8,0
SHP106445,2024-08-28,WH-GWL,Gwalior,ST-015,Jabalpur,192.9,1107.9,LCV,7224.51,7806.35,40.47,10.7,9.7,1
SHP104734,2024-12-27,WH-BPL,Bhopal,ST-031,Jabalpur,91.0,453.5,Medium Truck,4775.9,5269.51,57.91,5.4,6.1,0
SHP104752,2024-06-11,WH-GWL,Gwalior,ST-004,Jabalpur,640.7,148.3,Medium Truck,41450.49,43521.02,67.93,22.1,28.9,0
SHP108062,2024-12-21,WH-JBP,Jabalpur,ST-032,Mandsaur,81.5,170.0,Medium Truck,5323.42,5772.6,70.83,6.1,6.3,1
SHP100236,2024-04-05,WH-GWL,Gwalior,ST-008,Burhanpur,654.8,337.3,LCV,27008.73,28117.59,42.94,23.3,31.4,0
SHP102435,2024-12-10,WH-IND,Indore,ST-022,Bhopal,234.6,590.3,LCV,9666.7,10159.78,43.31,10.7,12.5,0
SHP100393,2024-11-17,WH-BPL,Bhopal,ST-032,Mandsaur,367.5,222.8,Medium Truck,22915.13,24363.52,66.3,15.5,24.4,0
SHP103956,2024-05-18,WH-JBP,Jabalpur,ST-035,Rewa,384.9,185.3,Medium Truck,25017.86,26145.03,67.93,16.0,13.4,1
SHP101727,2024-10-01,WH-BPL,Bhopal,ST-034,Satna,301.1,441.0,Mini Truck,7472.95,7752.12,25.75,12.4,15.3,0
SHP104078,2024-12-19,WH-IND,Indore,ST-002,Ratlam,255.1,443.4,Medium Truck,15085.54,15748.25,61.73,11.6,12.7,0
SHP103120,2024-11-30,WH-IND,Indore,ST-018,Satna,442.2,173.4,Medium Truck,23619.68,26117.69,59.06,17.2,25.8,0
SHP104589,2024-08-07,WH-IND,Indore,ST-026,Satna,327.5,596.4,Medium Truck,21911.6,22714.26,69.36,14.5,14.8,1
SHP105007,2024-08-01,WH-JBP,Jabalpur,ST-035,Rewa,357.8,68.7,Medium Truck,19324.23,20923.68,58.48,15.7,17.1,0
SHP104655,2024-06-23,WH-IND,Indore,ST-031,Jabalpur,250.5,175.9,Mini Truck,6319.91,6921.26,27.63,11.0,13.4,0
SHP100017,2024-07-10,WH-BPL,Bhopal,ST-017,Khandwa,264.8,269.2,LCV,8673.76,9312.69,35.17,14.0,17.2,0
SHP101724,2024-07-22,WH-JBP,Jabalpur,ST-030,Sagar,533.4,497.3,LCV,21466.63,23302.67,43.69,22.1,33.1,0
SHP101892,2024-04-17,WH-BPL,Bhopal,ST-039,Indore,123.2,360.25,LCV,5024.35,5403.47,43.86,6.9,9.9,0
SHP101671,2024-06-13,WH-BPL,Bhopal,ST-018,Satna,227.5,81.0,LCV,7517.75,8151.76,35.83,13.1,12.7,1
SHP101958,2024-06-09,WH-BPL,Bhopal,ST-037,Gwalior,411.4,532.2,LCV,16984.61,17342.64,42.16,15.8,19.1,0
SHP100001,2024-10-09,WH-GWL,Gwalior,ST-014,Bhopal,283.5,303.1,Medium Truck,17161.53,19023.9,67.1,13.7,15.3,0
SHP102398,2024-08-16,WH-BPL,Bhopal,ST-027,Chhindwara,411.1,41.1,Mini Truck,10437.61,11438.46,27.82,15.7,15.1,1
SHP101589,2024-10-03,WH-IND,Indore,ST-030,Sagar,372.0,221.6,Mini Truck,8366.01,9271.46,24.92,14.2,15.7,0
SHP104601,2024-12-07,WH-IND,Indore,ST-035,Rewa,157.0,373.9,Medium Truck,8423.31,8872.81,56.51,10.6,16.9,0
SHP104571,2025-01-14,WH-JBP,Jabalpur,ST-023,Vidisha,750.5,576.0,Mini Truck,20366.47,9798.4,13.06,28.8,38.4,0
SHP105127,2024-12-26,WH-GWL,Gwalior,ST-013,Khandwa,340.0,145.9,LCV,12276.43,12323.69,36.25,16.3,20.3,0
SHP101849,2024-04-29,WH-BPL,Bhopal,ST-038,Dewas,316.7,300.7,Mini Truck,8927.29,9403.66,29.69,13.5,13.1,1
SHP103333,2024-07-04,WH-IND,Indore,ST-002,Ratlam,241.3,365.5,Medium Truck,14948.46,15314.45,63.47,10.4,16.0,0
SHP104158,2024-08-06,WH-BPL,Bhopal,ST-024,Vidisha,215.6,751.2,LCV,8335.12,8937.12,41.45,11.4,14.4,0
SHP102563,2024-11-24,WH-IND,Indore,ST-013,Khandwa,406.9,197.2,LCV,18371.3,18798.21,46.2,17.7,27.0,0
SHP102291,2024-05-04,WH-GWL,Gwalior,ST-002,Ratlam,846.3,360.6,Medium Truck,51345.79,56315.4,66.54,31.6,46.0,0
SHP107310,2024-04-20,WH-GWL,Gwalior,ST-035,Rewa,461.3,489.4,LCV,15941.36,16256.21,35.24,16.5,22.6,0
